Index,Year,PowertrainNumber,PowertrainName,vehPtType,fuelStorSecsToPeakPwr,fuelStorKwhPerKg,fcEffType,engineMap,fcAbsEffImpr,fuelConvSecsToPeakPwr,fuelConvBaseKg,fuelConvKwPerKg,motorPeakEff,motorSecsToPeakPwr,mcPeKgPerKw,mcPeBaseKg,essKgPerKwh,essBaseKg,essRoundTripEff,essLifeCoefA,essLifeCoefB,minSoc,maxSoc,essDischgToFcMaxEffPerc,essChgToFcMaxEffPerc,maxAccelBufferMph,maxAccelBufferPercOfUseableSoc,percHighAccBuf,mphFcOn,kwDemandFcOn,altEff,chgEff,essToFuelOkError,maxRegen,minFcTimeOn,idleFcKw,desired_ess_replacements,ess_cost_dol_per_kw,ess_cost_dol_per_kwh,ess_base_cost_dol,ess_cost_reduction_dol_per_yr,ess_salvage_value_dol,pe_mc_cost_dol_per_kw,pe_mc_base_cost_dol,fc_ice_cost_dol_per_kw,fc_ice_base_cost_dol,fc_fuelcell_cost_dol_per_kw,fs_cost_dol_per_kwh,fs_h2_cost_dol_per_kwh,plug_base_cost_dol,fc_cng_ice_cost_dol_per_kw,fs_cng_cost_dol_per_kwh,mcPwrOutPerc,largeBaselineEff,smallBaselineEff,modernMax,stopStart,fuel_type,CONV_maintDolPerMi,ADV_maintDolPerMi,gvwr_credit_kg
32,2035,5,FCEV,2,1,1.96,4,"[0.18, 0.38, 0.44, 0.53, 0.58, 0.64, 0.66, 0.68, 0.66, 0.65, 0.63, 0.62]",0,5,0,1.044,0.95582847,4,0.201640113,0,3.418,75,0.97,110,-0.6811,0.4,0.8,0,0,60,0.2,0,1,100,1,0.90580141,0.005,0.9,30,0,0,0,134,0,0,0,5.2,0,105,6499.55,105,12.8,12.8,0,55,4.345908476,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',hydrogen,0,0.39,0
33,2040,5,FCEV,2,1,2.04,4,"[0.1933, 0.3933, 0.4533, 0.5433, 0.5933, 0.6533, 0.6733, 0.6933, 0.6733, 0.6633, 0.6433, 0.6333]",0,5,0,1.056,0.963979502,4,0.169287961,0,3.112,75,0.97,110,-0.6811,0.4,0.8,0,0,60,0.2,0,1,100,1,0.920379785,0.005,0.9,30,0,0,0,116,0,0,0,4.8,0,90,3999.55,90,11.2,11.2,0,55,4.171065743,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',hydrogen,0,0.39,0
34,2045,5,FCEV,2,1,2.12,4,"[0.2067, 0.4067, 0.4667, 0.5567, 0.6067, 0.6667, 0.6867, 0.7067, 0.6867, 0.6767, 0.6567, 0.6467]",0,5,0,1.068,0.972130534,4,0.136935809,0,2.806,75,0.97,110,-0.6811,0.4,0.8,0,0,60,0.2,0,1,100,1,0.93495816,0.005,0.9,30,0,0,0,98,0,0,0,4.4,0,75,1499.55,75,9.6,9.6,0,55,3.99622301,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',hydrogen,0,0.39,0
35,2050,5,FCEV,2,1,2.2,4,"[0.22, 0.42, 0.48, 0.57, 0.62, 0.68, 0.7, 0.72, 0.7, 0.69, 0.67, 0.66]",0,5,0,1.08,0.980281565,4,0.104583657,0,2.5,75,0.97,110,-0.6811,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,0.005,0.9,30,0,0,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,55,3.821380277,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',hydrogen,0,0.39,0
36,2020,6,PHEV,4,1,9.875636446,3,"[0.1, 0.14, 0.2, 0.26, 0.32, 0.39, 0.41, 0.42, 0.41, 0.38, 0.36, 0.34]",0,4.5,61,0.2745,0.93,4,0.333333333,0,4.7,75,0.97,110,-0.6811,0.03,0.78,1,0,60,0.2,0,85,120,1,0.86,0.005,0.9,30,0,0,0,197,0,0,0,8,0,47.3,-0.45,190,0.07,36,125,55,7.467735503,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',diesel,0,0,0
37,2025,6,PHEV,4,1,9.875636446,3,"[0.1, 0.14, 0.2, 0.26, 0.32, 0.39, 0.41, 0.42, 0.41, 0.38, 0.36, 0.34]",0,4.5,61,0.2745,0.939526407,4,0.266344418,0,4.03,75,0.97,110,-0.6811,0.03,0.814856422,1,0,60,0.2,0,85,120,1,0.876644661,0.005,0.9,30,0,0,0,170,0,0,0,6,0,47.3,11499.55,135,0.07,16,100,55,4.695593942,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',diesel,0,0,0
38,2030,6,PHEV,4,1,9.875636446,3,"[0.1, 0.14, 0.2, 0.26, 0.32, 0.39, 0.41, 0.42, 0.41, 0.38, 0.36, 0.34]",0,4.5,61,0.2745,0.947677439,4,0.233992266,0,3.724,75,0.97,110,-0.6811,0.03,0.847566292,1,0,60,0.2,0,85,120,1,0.891223036,0.005,0.9,30,0,0,0,152,0,0,0,5.6,0,47.3,8999.55,120,0.07,14.4,86.6,55,4.520751209,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',diesel,0,0,0
39,2035,6,PHEV,4,1,9.875636446,3,"[0.1, 0.14, 0.2, 0.26, 0.32, 0.39, 0.41, 0.42, 0.41, 0.38, 0.36, 0.34]",0,4.5,61,0.2745,0.95582847,4,0.201640113,0,3.418,75,0.97,110,-0.6811,0.03,0.880276161,1,0,60,0.2,0,85,120,1,0.90580141,0.005,0.9,30,0,0,0,134,0,0,0,5.2,0,47.3,6499.55,105,0.07,12.8,73.2,55,4.345908476,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',diesel,0,0,0
40,2040,6,PHEV,4,1,9.875636446,3,"[0.1, 0.14, 0.2, 0.26, 0.32, 0.39, 0.41, 0.42, 0.41, 0.38, 0.36, 0.34]",0,4.5,61,0.2745,0.963979502,4,0.169287961,0,3.112,75,0.97,110,-0.6811,0.03,0.91298603,1,0,60,0.2,0,85,120,1,0.920379785,0.005,0.9,30,0,0,0,116,0,0,0,4.8,0,47.3,3999.55,90,0.07,11.2,59.8,55,4.171065743,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',diesel,0,0,0
41,2045,6,PHEV,4,1,9.875636446,3,"[0.1, 0.14, 0.2, 0.26, 0.32, 0.39, 0.41, 0.42, 0.41, 0.38, 0.36, 0.34]",0,4.5,61,0.2745,0.972130534,4,0.136935809,0,2.806,75,0.97,110,-0.6811,0.03,0.9456959,1,0,60,0.2,0,85,120,1,0.93495816,0.005,0.9,30,0,0,0,98,0,0,0,4.4,0,47.3,1499.55,75,0.07,9.6,46.4,55,3.99622301,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',diesel,0,0,0
42,2050,6,PHEV,4,1,9.875636446,3,"[0.1, 0.14, 0.2, 0.26, 0.32, 0.39, 0.41, 0.42, 0.41, 0.38, 0.36, 0.34]",0,4.5,61,0.2745,0.980281565,4,0.104583657,0,2.5,75,0.97,110,-0.6811,0.03,0.978405769,1,0,60,0.2,0,85,120,1,0.949536534,0.005,0.9,30,0,0,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,33,55,3.821380277,"[0.00, 0.02, 0.04, 0.06, 0.08, 0.10, 0.20, 0.40, 0.60, 0.80, 1.00]","[0.83, 0.85,	0.87, 0.89,	0.90, 0.91,	0.93, 0.94, 0.94, 0.93, 0.92]","[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]",0.95,False',diesel,0,0,0
