selection,scenario_name,veh_year,veh_pt_type,drag_coef,frontal_area_m2,veh_override_kg,fc_peak_eff_override,mc_peak_eff_override,stop_start,force_aux_on_fc,glider_kg,veh_cg_m,drive_axle_weight_frac,wheel_base_m,cargo_kg,comp_mass_multiplier,fs_max_kw,fs_secs_to_peak_pwr,fs_kwh,fs_kwh_per_kg,fc_max_kw,fc_pwr_out_perc,fc_eff_map,fc_eff_type,fc_sec_to_peak_pwr,fc_base_kg,fc_kw_per_kg,min_fc_time_on,idle_fc_kw,mc_max_kw,mc_pwr_out_perc,mc_eff_map,mc_sec_to_peak_pwr,mc_pe_kg_per_kw,mc_pe_base_kg,ess_max_kw,ess_max_kwh,ess_kg_per_kwh,ess_base_kg,ess_round_trip_eff,ess_life_coef_a,ess_life_coef_b,min_soc,max_soc,ess_dischg_to_fc_max_eff_perc,ess_chg_to_fc_max_eff_perc,wheel_inertia_kg_m2,num_wheels,wheel_rr_coef,wheel_radius_m,wheel_coef_of_fric,max_accel_buffer_mph,max_accel_buffer_perc_of_useable_soc,perc_high_acc_buf,mph_fc_on,kw_demand_fc_on,max_regen,alt_eff,chg_eff,aux_kw,trans_kg,trans_eff,ess_to_fuel_ok_error,val_udds_mpgge,val_hwy_mpgge,val_comb_mpgge,val_udds_kwh_per_mile,val_hwy_kwh_per_mile,val_comb_kwh_per_mile,val_cd_range_mi,val_const65_mph_kwh_per_mile,val_const60_mph_kwh_per_mile,val_const55_mph_kwh_per_mile,val_const45_mph_kwh_per_mile,val_unadj_udds_kwh_per_mile,val_unadj_hwy_kwh_per_mile,val0_to60_mph,val_ess_life_miles,val_range_miles,val_veh_base_cost,val_msrp
157,"Class 8 Day cab high roof (Diesel, 2025, no program)",2025,Conv,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,0,0,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005931667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"Class 8 Day cab mid roof (Diesel, 2025, no program)",2025,Conv,0.602792423,7.7,NA,-1,-1,FALSE,FALSE,11025.36598,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,335.866514,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04373292,0.06559937,0.12026552,0.21866458,0.27333073,0.36079656,0.40452947,0.44826239,0.48106208,0.49199531,0.49199531,0.49199531]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,0,0,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"Class 8 Day cab low roof (Diesel, 2025, no program)",2025,Conv,0.521930025,6.9,NA,-1,-1,FALSE,FALSE,11025.36598,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,335.866514,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04373292,0.06559937,0.12026552,0.21866458,0.27333073,0.36079656,0.40452947,0.44826239,0.48106208,0.49199531,0.49199531,0.49199531]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,0,0,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"Class 8 Day cab high roof (Diesel, 2030, no program)",2030,Conv,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,0,0,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005733875,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"Class 8 Day cab mid roof (Diesel, 2030, no program)",2030,Conv,0.569935752,7.7,NA,-1,-1,FALSE,FALSE,11012.50978,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,330.7059826,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04449992,0.06674988,0.12237477,0.22249959,0.27812449,0.36712432,0.41162424,0.45612416,0.4894991,0.50062408,0.50062408,0.50062408]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,0,0,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005923521,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"Class 8 Day cab low roof (Diesel, 2030, no program)",2030,Conv,0.493480956,6.9,NA,-1,-1,FALSE,FALSE,11012.50978,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,330.7059826,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04449992,0.06674988,0.12237477,0.22249959,0.27812449,0.36712432,0.41162424,0.45612416,0.4894991,0.50062408,0.50062408,0.50062408]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,0,0,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005923521,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"Class 8 Day cab high roof (Diesel, 2035, no program)",2035,Conv,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,0,0,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005481438,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"Class 8 Day cab mid roof (Diesel, 2035, no program)",2035,Conv,0.539169771,7.7,NA,-1,-1,FALSE,FALSE,10919.54079,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,328.9846737,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04536066, 0.06804099, 0.12474181, 0.22680329500000002, 0.28350412, 0.374225435, 0.419586095, 0.464946755, 0.49896725500000005, 0.51030742, 0.51030742, 0.51030742]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,0,0,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005659208,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"Class 8 Day cab low roof (Diesel, 2035, no program)",2035,Conv,0.466842119,6.9,NA,-1,-1,FALSE,FALSE,10919.54079,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,328.9846737,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04536066, 0.06804099, 0.12474181, 0.22680329500000002, 0.28350412, 0.374225435, 0.419586095, 0.464946755, 0.49896725500000005, 0.51030742, 0.51030742, 0.51030742]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,0,0,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005659208,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"Class 8 Day cab high roof (Diesel, 2040, no program)",2040,Conv,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,0,0,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005229,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"Class 8 Day cab mid roof (Diesel, 2040, no program)",2040,Conv,0.508403791,7.7,NA,-1,-1,FALSE,FALSE,10826.5718,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,327.2633647,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.0462214,0.0693321,0.12710885,0.231107,0.28888375,0.38132655,0.42754795,0.47376935,0.50843541,0.51999076,0.51999076,0.51999076]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,0,0,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005394895,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"Class 8 Day cab low roof (Diesel, 2040, no program)",2040,Conv,0.440203283,6.9,NA,-1,-1,FALSE,FALSE,10826.5718,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,327.2633647,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.0462214,0.0693321,0.12710885,0.231107,0.28888375,0.38132655,0.42754795,0.47376935,0.50843541,0.51999076,0.51999076,0.51999076]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,0,0,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005394895,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"Class 8 Day cab high roof (Diesel, 2050, no program)",2050,Conv,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,0,0,2.61,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004623,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"Class 8 Day cab mid roof (Diesel, 2050, no program)",2050,Conv,0.440238764,7.7,NA,-1,-1,FALSE,FALSE,10601.55941,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,320.6740579,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04799979,0.07199968,0.13199941,0.23999893,0.29999866,0.39599823,0.44399801,0.4919978,0.52799764,0.53999759,0.53999759,0.53999759]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,0,0,2.61,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004775904,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,"Class 8 Day cab low roof (Diesel, 2050, no program)",2050,Conv,0.381182345,6.9,NA,-1,-1,FALSE,FALSE,10601.55941,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,320.6740579,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04799979,0.07199968,0.13199941,0.23999893,0.29999866,0.39599823,0.44399801,0.4919978,0.52799764,0.53999759,0.53999759,0.53999759]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,0,0,2.61,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004775904,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,"Class 8 Day cab high roof (Diesel, 2025, program success)",2025,Conv,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,0,0,4.18,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005931667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,"Class 8 Day cab mid roof (Diesel, 2025, program success)",2025,Conv,0.602702053,7.7,NA,-1,-1,FALSE,FALSE,11088.8439,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,335.7198175,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04521308,0.06781962,0.12433597,0.2260654,0.28258174,0.3730079,0.41822098,0.46343406,0.49734387,0.50864714,0.50864714,0.50864714]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,0,0,4.18,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"Class 8 Day cab low roof (Diesel, 2025, program success)",2025,Conv,0.521851778,6.9,NA,-1,-1,FALSE,FALSE,11088.8439,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,335.7198175,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04521308,0.06781962,0.12433597,0.2260654,0.28258174,0.3730079,0.41822098,0.46343406,0.49734387,0.50864714,0.50864714,0.50864714]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,0,0,4.18,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"Class 8 Day cab high roof (Diesel, 2030, program success)",2030,Conv,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,0,0,3.3,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005721875,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"Class 8 Day cab mid roof (Diesel, 2030, program success)",2030,Conv,0.569925175,7.7,NA,-1,-1,FALSE,FALSE,10921.84233,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,330.6154021,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04710898,0.07066347,0.1295497,0.2355449,0.29443113,0.38864909,0.43575807,0.48286705,0.51819879,0.52997603,0.52997603,0.52997603]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,0,0,3.3,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005808692,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"Class 8 Day cab low roof (Diesel, 2030, program success)",2030,Conv,0.493471798,6.9,NA,-1,-1,FALSE,FALSE,10921.84233,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,330.6154021,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04710898,0.07066347,0.1295497,0.2355449,0.29443113,0.38864909,0.43575807,0.48286705,0.51819879,0.52997603,0.52997603,0.52997603]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,0,0,3.3,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005808692,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"Class 8 Day cab high roof (Diesel, 2035, program success)",2035,Conv,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,0,0,2.935,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005360938,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"Class 8 Day cab mid roof (Diesel, 2035, program success)",2035,Conv,0.539185824,7.7,NA,-1,-1,FALSE,FALSE,10829.16313,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,328.4268424,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04918394, 0.07377591, 0.135255835, 0.2459197, 0.30739962499999995, 0.40576750500000003, 0.454951445, 0.504135385, 0.5410233449999999, 0.553319325, 0.553319325, 0.553319325]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,0,0,2.935,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005442278,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"Class 8 Day cab low roof (Diesel, 2035, program success)",2035,Conv,0.466856018,6.9,NA,-1,-1,FALSE,FALSE,10829.16313,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,328.4268424,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04918394, 0.07377591, 0.135255835, 0.2459197, 0.30739962499999995, 0.40576750500000003, 0.454951445, 0.504135385, 0.5410233449999999, 0.553319325, 0.553319325, 0.553319325]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,0,0,2.935,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005442278,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"Class 8 Day cab high roof (Diesel, 2040, program success)",2040,Conv,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,0,0,2.57,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"Class 8 Day cab mid roof (Diesel, 2040, program success)",2040,Conv,0.508446473,7.7,NA,-1,-1,FALSE,FALSE,10736.48393,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,326.2382826,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.0512589,0.07688835,0.14096197,0.2562945,0.32036812,0.42288592,0.47414482,0.52540372,0.5638479,0.57666262,0.57666262,0.57666262]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,0,0,2.57,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005075864,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"Class 8 Day cab low roof (Diesel, 2040, program success)",2040,Conv,0.440240239,6.9,NA,-1,-1,FALSE,FALSE,10736.48393,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,326.2382826,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.0512589,0.07688835,0.14096197,0.2562945,0.32036812,0.42288592,0.47414482,0.52540372,0.5638479,0.57666262,0.57666262,0.57666262]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,0,0,2.57,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005075864,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
