"","CABSLEEPER","WEIGHTAVG","WEIGHTEMPTY","TAB_TRUCKS","TAB_MILES"
"20008","Day",39000,25500,76.1552,2226019
"20009","Day",80000,30000,76.1552,9519410
"20010","Day",45000,21640,76.1552,446346
"20011","Unknown",57000,NA,76.1552,2826884
"20012","Sleeper",52000,NA,76.1552,0
"20014","Day",65000,NA,76.1552,3341998
"20015","Day",80000,26540,76.1552,6035001
"20017","Day",80000,NA,76.1552,2284658
"20018","Day",65000,NA,76.1552,1860626
"20019","Day",78000,37000,76.1552,7463217
"20020","Day",37300,20500,76.1552,1533843
"20021","Day",70000,NA,76.1552,2826884
"20022","Day",80000,45000,76.1552,3031894
"20023","Day",82000,54000,76.1552,2665
"20024","Day",80000,54000,76.1552,3960075
"20026","Day",55000,NA,76.1552,1463324
"20027","Day",80000,31600,76.1552,6397043
"20029","Day",63000,NA,76.1552,228466
"20030","Day",52000,NA,76.1552,0
"20031","Unknown",80000,NA,76.1552,3283968
"20033","Day",80000,NA,76.1552,4014221
"20034","Day",80000,30000,76.1552,6432380
"20035","Day",63000,27000,76.1552,4931359
"20036","Day",40000,35000,76.1552,1980037
"20037","Day",70000,34000,76.1552,3198522
"20039","Sleeper",50000,26000,76.1552,4075831
"20040","Day",68000,NA,76.1552,11423
"20041","Day",78000,32000,76.1552,5711646
"20043","Sleeper",80000,30500,76.1552,3807764
"20046","Day",80000,NA,76.1552,3426988
"20047","Day",63000,39000,76.1552,152311
"20048","Sleeper",78500,30000,76.1552,6935537
"20049","Day",80000,40000,76.1552,3807764
"20050","Unknown",80000,NA,76.1552,3283968
"20051","Sleeper",80000,18718,76.1552,963212
"20052","Day",80000,26480,76.1552,3426988
"20053","Day",25000,NA,76.1552,0
"20055","Day",80000,29000,76.1552,6092422
"20056","Sleeper",73280,29140,76.1552,331275
"20057","Day",78000,37000,76.1552,7234752
"20058","Day",80000,28000,76.1552,4569317
"20060","Unknown",44000,NA,76.1552,3283968
"20062","Day",80000,28500,76.1552,609242
"20064","Unknown",44000,NA,76.1552,4185037
"20066","Unknown",25000,NA,76.1552,0
"20067","Day",36995,23995,76.1552,2807388
"20068","Day",80000,NA,76.1552,38078
"20069","Day",63900,26800,76.1552,1865804
"20072","Sleeper",60000,35000,76.1552,2094270
"20073","Unknown",52000,NA,76.1552,0
"20074","Sleeper",80000,30000,76.1552,6092422
"20075","Day",65000,NA,76.1552,1956581
"20076","Day",36000,NA,76.1552,2076374
"20077","Day",80000,26800,76.1552,5711646
"20078","Day",80000,28000,76.1552,342699
"20081","Day",78000,32000,76.1552,5711646
"20082","Day",81000,28150,76.1552,6853975
"20083","Sleeper",44140,28140,76.1552,456932
"20084","Unknown",80000,NA,76.1552,818898
"20085","Day",75000,35000,76.1552,685398
"20086","Day",72990,30650,76.1552,4635648
"20087","Day",76000,29000,76.1552,272255
"20089","Day",54000,NA,76.1552,1209955
"20092","Day",80000,29000,76.1552,7615528
"20093","Unknown",80000,NA,76.1552,3452880
"20094","Unknown",52000,NA,76.1552,0
"20096","Day",80000,NA,76.1552,3216647
"20097","Unknown",75000,NA,76.1552,266543
"20098","Sleeper",65000,35000,76.1552,7616
"20100","Day",78000,31000,76.1552,2267904
"20101","Day",35000,NA,76.1552,11423292
"20102","Day",58000,38000,76.1552,1446950
"20103","Day",55000,27000,76.1552,2284658
"20104","Sleeper",76000,29000,76.1552,4721627
"20106","Day",48000,32000,76.1552,5354021
"20107","Unknown",80000,NA,76.1552,6113898
"20109","Sleeper",80000,NA,76.1552,920946
"20110","Day",80000,50000,76.1552,1903882
"20112","Day",79280,NA,76.1552,76155
"20113","Day",80000,36789,76.1552,3015749
"20116","Sleeper",56000,30000,76.1552,2424860
"20117","Day",79000,28000,76.1552,2665435
"20118","Day",54999,NA,76.1552,1913325
"20119","Day",45000,28000,76.1552,38078
"20120","Unknown",55000,NA,76.1552,614192
"20121","Day",52000,NA,76.1552,1401866
"20122","Day",38000,NA,76.1552,190388
"20125","Day",33000,NA,76.1552,741676
"20126","Sleeper",55000,NA,76.1552,1122453
"20128","Day",78000,21000,76.1552,1827727
"20129","Day",55000,NA,76.1552,2284658
"20130","Unknown",80000,NA,76.1552,1945615
"20131","Sleeper",60000,35000,76.1552,3198522
"20132","Day",55000,NA,76.1552,2826884
"21076","Day",80000,28500,5.5442,86158
"21095","Day",74700,NA,5.5442,163389
"21101","Day",59000,24000,5.5442,60987
"21104","Day",50000,NA,5.5442,120078
"21105","Day",44690,18402,5.5442,127634
"21109","Day",52000,NA,5.5442,33266
"21112","Day",77000,NA,5.5442,17742
"21123","Day",47000,34340,5.5442,221770
"21128","Day",53000,NA,5.5442,939242
"21131","Sleeper",68000,24000,5.5442,108113
"21136","Day",81270,33270,5.5442,24073
"21139","Day",66000,36000,5.5442,234561
"21143","Day",40000,NA,5.5442,32977
"21157","Day",35000,NA,5.5442,409599
"21165","Day",72480,32480,5.5442,22354
"21166","Day",86340,NA,5.5442,1663
"21168","Day",60580,30580,5.5442,388098
"21173","Day",48083,18063,5.5442,50209
"21174","Day",69200,29200,5.5442,102297
"21175","Day",48000,21420,5.5442,14814
"21180","Day",79800,31000,5.5442,160229
"21181","Day",50220,20620,5.5442,95361
"21184","Day",54000,NA,5.5442,14626
"21185","Day",54000,18920,5.5442,101599
"21186","Day",32300,NA,5.5442,5544
"21193","Day",55000,NA,5.5442,115631
"21194","Sleeper",65000,40000,5.5442,33266
"21201","Day",100000,32380,5.5442,277213
"21210","Day",28000,NA,5.5442,88708
"21219","Unknown",52000,NA,5.5442,126016
"21221","Day",81460,36420,5.5442,138817
"21222","Day",130000,50000,5.5442,415820
"21223","Day",62140,30140,5.5442,62706
"21230","Day",80000,38300,5.5442,27721
"21232","Day",54600,NA,5.5442,91480
"21234","Day",48000,NA,5.5442,19665
"21236","Day",48100,19920,5.5442,114378
"21240","Day",54000,NA,5.5442,338200
"21246","Day",35000,NA,5.5442,142360
"21249","Day",50000,25000,5.5442,2772
"21250","Day",52000,27180,5.5442,69248
"21252","Day",30000,20960,5.5442,277213
"21253","Day",52000,NA,5.5442,0
"21257","Day",71290,31290,5.5442,2661
"21261","Day",52000,NA,5.5442,7901
"21263","Day",66000,20860,5.5442,138607
"21269","Day",78500,34500,5.5442,171318
"21270","Day",80000,NA,5.5442,51562
"21271","Day",44870,19520,5.5442,119756
"21272","Day",75000,30000,5.5442,22177
"21275","Unknown",58400,26940,5.5442,203696
"21280","Day",67000,NA,5.5442,45463
"21290","Day",75150,18150,5.5442,110885
"21298","Day",60000,NA,5.5442,33266
"21299","Day",60000,37500,5.5442,11089
"21304","Day",50000,NA,5.5442,53968
"21310","Day",63380,23380,5.5442,136611
"21314","Day",60070,NA,5.5442,79172
"21315","Day",49000,17690,5.5442,105895
"21317","Day",60000,NA,5.5442,55443
"21319","Day",80000,29000,5.5442,166328
"21321","Day",81460,56420,5.5442,94807
"21324","Day",52000,NA,5.5442,0
"21326","Day",51560,NA,5.5442,218533
"21328","Day",20000,NA,5.5442,444
"21330","Day",32900,NA,5.5442,135408
"21342","Day",34000,NA,5.5442,210460
"21343","Day",77320,17020,5.5442,129043
"21346","Day",52000,NA,5.5442,0
"21352","Day",26000,NA,5.5442,83164
"21353","Day",83000,18000,5.5442,47537
"21366","Day",81460,36420,5.5442,80841
"21369","Day",80000,33000,5.5442,332656
"21372","Day",66040,26040,5.5442,31796
"21379","Day",48100,17206,5.5442,116546
"21380","Sleeper",70000,20000,5.5442,388098
"21383","Day",54000,NA,5.5442,249492
"21384","Day",52000,NA,5.5442,152085
"21386","Day",77000,NA,5.5442,30189
"21395","Day",30000,20840,5.5442,221770
"21411","Sleeper",50000,30760,5.5442,154508
"21412","Day",50000,30000,5.5442,277
"21420","Day",52000,25000,5.5442,87666
"21429","Day",54000,NA,5.5442,376001
"21431","Day",63000,42000,5.5442,3881
"21432","Day",45000,NA,5.5442,117366
"21434","Day",50000,31260,5.5442,177050
"21438","Day",46500,26500,5.5442,111451
"21440","Day",150000,25100,5.5442,83164
"21447","Day",33780,25620,5.5442,449
"21452","Day",30540,30500,5.5442,115321
"21453","Day",70240,30240,5.5442,169521
"21454","Day",67140,31780,5.5442,6060
"21459","Day",60070,23220,5.5442,11055
"21460","Day",49000,NA,5.5442,97529
"21464","Sleeper",46000,NA,5.5442,18268
"21469","Day",60000,33000,5.5442,14437
"21479","Day",77300,17000,5.5442,129043
"21487","Day",26000,21980,5.5442,78407
"21496","Day",52000,NA,5.5442,0
"21498","Day",66900,22900,5.5442,27500
"21499","Day",52000,NA,5.5442,0
"21502","Day",86340,34140,5.5442,332656
"21503","Day",60000,31000,5.5442,221770
"21505","Day",50000,NA,5.5442,170525
"21510","Day",52000,NA,5.5442,0
"21514","Day",48100,NA,5.5442,186298
"21515","Day",70000,20000,5.5442,388098
"21516","Day",78570,38570,5.5442,33266
"21517","Day",60000,23000,5.5442,12962
"21518","Day",52000,NA,5.5442,152085
"21519","Day",66240,27540,5.5442,110885
"21523","Day",25000,NA,5.5442,0
"21532","Day",70240,NA,5.5442,120205
"21544","Day",80000,28500,5.5442,243948
"21548","Day",33080,NA,5.5442,79288
"21549","Day",50000,31020,5.5442,71194
"21562","Day",80000,17240,5.5442,4264
"21566","Day",75150,NA,5.5442,148841
"21569","Day",71290,NA,5.5442,27721
"21570","Day",38000,NA,5.5442,99797
"21572","Day",45000,24540,5.5442,166328
"21577","Day",80000,42000,5.5442,554
"21587","Unknown",70240,30340,5.5442,148941
"21595","Day",53000,NA,5.5442,798490
"21602","Day",48000,24660,5.5442,11089
"21604","Day",80000,40000,5.5442,266125
"21605","Day",50000,NA,5.5442,788355
"21610","Day",78920,17500,5.5442,2772
"21613","Sleeper",36000,NA,5.5442,60987
"21622","Day",26000,21980,5.5442,108751
"21630","Day",80000,NA,5.5442,3604
"21638","Day",50000,NA,5.5442,127518
"21642","Day",65480,25480,5.5442,190312
"21646","Sleeper",70000,20000,5.5442,388098
"21647","Day",78570,38570,5.5442,33266
"21648","Day",80000,17280,5.5442,142066
"21649","Day",33000,NA,5.5442,1108875
"21650","Day",70000,41762,5.5442,142066
"21652","Day",78000,NA,5.5442,138607
"21653","Day",43102,23102,5.5442,4934
"21655","Day",30000,NA,5.5442,60987
"21659","Day",73260,NA,5.5442,11466
"21660","Day",48860,28980,5.5442,138607
"21665","Day",43000,23740,5.5442,115321
"21668","Day",52140,24220,5.5442,74182
"21671","Day",55000,NA,5.5442,66531
"21673","Day",80000,20000,5.4604,159254
"21674","Day",45000,31000,5.4604,12559
"21675","Day",47000,24680,5.4604,115964
"21676","Day",75000,45000,5.4604,35493
"21677","Unknown",52000,NA,5.4604,183483
"21678","Day",75680,31680,5.4604,53862
"21679","Day",66000,30000,5.4604,141426
"21680","Day",36500,NA,5.4604,41762
"21681","Day",80000,63795,5.4604,103268
"21682","Day",45000,NA,5.4604,157119
"21683","Day",32000,21000,5.4604,32763
"21684","Day",66980,26980,5.4604,45497
"21685","Day",65000,27500,5.4604,77877
"21686","Sleeper",40000,NA,5.4604,321075
"21687","Day",80000,64386,5.4604,123123
"21689","Day",37000,26520,5.4604,109209
"21690","Day",49000,24360,5.4604,65187
"21691","Day",58000,18000,5.4604,109209
"21692","Unknown",52000,NA,5.4604,212631
"21694","Day",40276,18276,5.4604,109821
"21695","Day",45000,31000,5.4604,90644
"21696","Day",50000,NA,5.4604,327628
"21697","Day",52000,NA,5.4604,240260
"21698","Day",65140,31940,5.4604,141972
"21699","Unknown",52000,NA,5.4604,149786
"21700","Day",70000,NA,5.4604,34805
"21702","Day",65000,NA,5.4604,107200
"21703","Day",40000,NA,5.4604,139919
"21704","Day",80000,NA,5.4604,10921
"21705","Day",45000,21000,5.4604,191116
"21706","Day",85000,25000,5.4604,38098
"21707","Day",50000,NA,5.4604,74388
"21708","Day",49023,18760,5.4604,71619
"21709","Day",72460,18300,5.4604,182620
"21710","Day",48202,18202,5.4604,116417
"21711","Day",52000,18940,5.4604,109209
"21712","Day",22600,18820,5.4604,4505
"21713","Day",40000,21240,5.4604,109209
"21715","Day",80000,30000,5.4604,146821
"21716","Day",47550,NA,5.4604,74350
"21717","Day",70000,21040,5.4604,190647
"21718","Day",25000,NA,5.4604,119852
"21719","Day",45000,17360,5.4604,13651
"21720","Day",51000,NA,5.4604,223879
"21722","Day",45000,NA,5.4604,135332
"21723","Day",50000,NA,5.4604,83261
"21724","Day",54000,NA,5.4604,89137
"21725","Sleeper",65000,24560,5.4604,25773
"21726","Day",80000,20000,5.4604,159254
"21727","Day",62000,26000,5.4604,45322
"21728","Day",80000,21000,5.4604,340100
"21729","Unknown",52000,NA,5.4604,149786
"21731","Day",78890,37500,5.4604,210228
"21732","Day",80000,42000,5.4604,518744
"21733","Day",80000,63795,5.4604,225736
"21734","Day",46100,19200,5.4604,104852
"21735","Day",32000,21000,5.4604,32763
"21736","Day",30000,18000,5.4604,109209
"21737","Day",50000,NA,5.4604,72045
"21740","Day",80000,64386,5.4604,44426
"21741","Unknown",52000,17460,5.4604,54605
"21742","Day",59000,38600,5.4604,327628
"21743","Day",91000,35000,5.4604,40953
"21744","Day",76800,36800,5.4604,163814
"21745","Day",83440,31460,5.4604,46463
"21746","Day",45000,21560,5.4604,102766
"21747","Day",51720,36280,5.4604,57335
"21748","Unknown",73180,39800,5.4604,6443
"21749","Unknown",52000,NA,5.4604,105977
"21751","Day",80000,63795,5.4604,413008
"21752","Day",40000,NA,5.4604,139919
"21753","Day",75000,29000,5.4604,223879
"21754","Day",50000,24700,5.4604,69403
"21756","Day",80000,62821,5.4604,79548
"21757","Day",47205,19200,5.4604,109209
"21758","Day",45000,20840,5.4604,69424
"21759","Day",49000,24260,5.4604,134404
"21760","Day",80000,17060,5.4604,174904
"21762","Day",60000,NA,5.4604,21842
"21763","Day",35000,30600,5.4604,105021
"21765","Day",67530,NA,5.4604,114670
"21766","Day",70000,20000,5.4604,382233
"21767","Unknown",52000,NA,5.4604,149786
"21768","Day",40000,NA,5.4604,141972
"21769","Day",54000,NA,5.4604,133962
"21770","Sleeper",65000,24500,5.4604,118481
"21771","Day",60060,18700,5.4604,135474
"21774","Day",60000,31900,5.4604,6007
"21775","Day",79000,34800,5.4604,221149
"21776","Day",56000,17440,5.4604,191116
"21777","Day",80000,63795,5.4604,288050
"21778","Day",76600,32600,5.4604,128599
"21779","Unknown",32000,21000,5.4604,32763
"21780","Day",30000,18000,5.4604,54605
"21781","Day",50000,17100,5.4604,62266
"21783","Day",40000,17740,5.4604,25080
"21784","Day",50000,25000,5.4604,163814
"21785","Day",70000,42000,5.4604,27302
"21786","Day",61000,29760,5.4604,32992
"21788","Sleeper",80000,32000,5.4604,24627
"21789","Day",78960,31700,5.4604,273023
"21791","Day",68000,28000,5.4604,2730
"21792","Unknown",73180,NA,5.4604,225583
"21793","Unknown",52000,NA,5.4604,186699
"21794","Day",80000,36340,5.4604,89377
"21795","Day",69470,24750,5.4604,59235
"21796","Day",39660,35300,5.4604,196577
"21797","Day",80000,63795,5.4604,235302
"21798","Day",76000,31000,5.4604,256773
"21799","Day",80000,NA,5.4604,32763
"21800","Day",55580,23960,5.4604,69086
"21801","Day",80000,30100,5.4604,130292
"21802","Day",65000,17380,5.4604,354930
"21803","Day",49023,21000,5.4604,54605
"21804","Day",80000,23500,5.4604,80269
"21805","Day",80000,62821,5.4604,118405
"21807","Day",80000,27630,5.4604,77386
"21808","Day",49000,24380,5.4604,108205
"21809","Day",42000,NA,5.4604,37388
"21810","Day",73600,35600,5.4604,174735
"21811","Day",68000,18780,5.4604,196577
"21812","Day",45000,31000,5.4604,50062
"21813","Day",52000,NA,5.4604,289405
"21814","Day",43200,29000,5.4604,81907
"21815","Day",62040,32260,5.4604,109209
"21816","Unknown",52000,NA,5.4604,183483
"21817","Day",54000,NA,5.4604,38223
"21818","Day",80000,39000,5.4604,436837
"21819","Day",80000,34000,5.4604,13651
"21820","Day",34000,33000,5.4604,5460
"21821","Day",68000,19080,5.4604,111770
"21822","Day",47000,24100,5.4604,125591
"21823","Day",63000,42000,5.4604,100473
"21824","Day",49000,NA,5.4604,112759
"21825","Day",50000,NA,5.4604,29579
"21826","Day",50000,NA,5.4604,284660
"21827","Day",32000,21000,5.4604,32763
"21828","Day",52000,NA,5.4604,0
"21829","Unknown",50000,NA,5.4604,212631
"21830","Day",80000,30000,5.4604,100058
"21831","Day",40000,NA,5.4604,187671
"21832","Day",79000,30800,5.4604,96814
"21833","Day",70000,42000,5.4604,197762
"21834","Day",80000,22000,5.4604,94936
"21835","Unknown",63340,32740,5.4604,61518
"21836","Sleeper",80000,50000,5.4604,5417
"21837","Day",52000,NA,5.4604,83561
"21839","Day",64286,32286,5.4604,40260
"21840","Day",86560,21560,5.4604,97196
"21841","Sleeper",32000,NA,5.4604,62386
"21842","Day",57130,31410,5.4604,84637
"21843","Unknown",52000,NA,5.4604,212631
"21844","Day",80000,45000,5.4604,5460
"21845","Day",50000,17220,5.4604,157261
"21846","Day",63000,27870,5.4604,389861
"21847","Day",80000,63795,5.4604,383521
"21848","Day",76000,33000,5.4604,165474
"21849","Day",50000,31560,5.4604,166167
"21850","Day",50000,18440,5.4604,110684
"21852","Day",80000,62821,5.4604,71161
"21853","Day",60000,33000,5.4604,6553
"21854","Day",35000,25000,5.4604,109209
"21855","Day",49000,24300,5.4604,105633
"21857","Day",80000,37500,5.4604,396009
"21858","Day",51531,17420,5.4604,163814
"21860","Day",45000,31000,5.4604,125591
"21861","Day",52000,NA,5.4604,338549
"21862","Sleeper",80000,20000,5.4604,273023
"21863","Unknown",62200,34880,5.4604,10724
"21864","Unknown",52000,NA,5.4604,186699
"21865","Day",65900,19600,5.4604,54594
"21867","Day",73110,51105,5.4604,125247
"21868","Day",80000,63795,5.4604,381949
"21869","Day",40000,NA,5.4604,163814
"21870","Day",80000,39070,5.4604,35296
"21871","Day",66500,41580,5.4604,70708
"21872","Day",50000,NA,5.4604,177738
"21873","Day",52000,NA,5.4604,104906
"21875","Sleeper",60000,25260,5.4604,22213
"21876","Day",65000,27400,5.4604,93166
"21877","Day",70000,30000,5.4604,218419
"21878","Day",80000,30000,5.4604,59765
"21881","Day",80000,28000,5.4604,81907
"21882","Day",51000,NA,5.4604,120130
"21883","Unknown",64120,34020,5.4604,108456
"21884","Day",40000,NA,5.4604,32763
"22940","Sleeper",79000,35000,45.9946,4781188
"22941","Sleeper",48000,28000,45.9946,419517
"22942","Day",80000,37000,45.9946,919893
"22943","Day",80000,25000,45.9946,275968
"22944","Sleeper",80000,NA,45.9946,5037194
"22949","Day",80000,31500,45.9946,351031
"22950","Day",80000,34000,45.9946,1460652
"22955","Sleeper",79000,35000,45.9946,4609076
"22959","Sleeper",78000,NA,45.9946,224362
"22960","Sleeper",60000,30000,45.9946,229973
"22964","Day",56000,36000,45.9946,9199
"22974","Day",52000,21450,45.9946,463626
"22977","Sleeper",80000,NA,45.9946,5118513
"22984","Day",79000,30000,45.9946,110387
"22993","Day",79000,32000,45.9946,202376
"22994","Sleeper",80000,NA,45.9946,5037194
"23000","Sleeper",80000,27000,45.9946,844231
"23003","Day",94500,33500,45.9946,1470724
"23009","Sleeper",79000,35000,45.9946,5742476
"23012","Unknown",54000,NA,45.9946,1083680
"23014","Sleeper",80000,NA,45.9946,5037194
"23022","Day",58000,58000,45.9946,149115
"23028","Sleeper",80000,NA,45.9946,5037194
"23029","Day",79800,27500,45.9946,1320046
"23032","Day",101000,32000,45.9946,3567022
"23042","Day",70000,45000,45.9946,57493
"23046","Sleeper",80000,NA,45.9946,5037194
"23048","Day",55000,23260,45.9946,216405
"23049","Day",78000,33000,45.9946,220774
"23055","Sleeper",98000,35500,45.9946,1288080
"23060","Sleeper",79000,35000,45.9946,4783488
"23064","Sleeper",80000,NA,45.9946,5118513
"23066","Unknown",79900,33500,45.9946,1215914
"23068","Sleeper",104000,36000,45.9946,4139517
"23069","Day",50000,30203,45.9946,372143
"23071","Day",80000,19770,45.9946,1151062
"23076","Sleeper",52000,NA,45.9946,0
"23077","Sleeper",80000,NA,45.9946,5118513
"23087","Day",80000,28600,45.9946,96589
"23088","Day",55000,30000,45.9946,229973
"23091","Day",80000,27000,45.9946,300989
"23093","Sleeper",80000,NA,45.9946,5118513
"23103","Sleeper",80000,NA,45.9946,22997
"23104","Sleeper",75000,NA,45.9946,293170
"23108","Sleeper",80000,20000,45.9946,5064147
"23112","Sleeper",80000,NA,45.9946,5037194
"23115","Day",80000,28000,45.9946,275968
"23118","Day",52000,NA,45.9946,0
"23119","Day",94500,33500,45.9946,1511614
"23126","Day",101000,34000,45.9946,662323
"23127","Sleeper",80000,NA,45.9946,5037194
"23131","Day",84000,30000,45.9946,1839785
"23139","Day",80000,34500,45.9946,222706
"23145","Sleeper",80000,NA,45.9946,5037194
"23159","Day",106000,18000,45.9946,150080
"23160","Day",40000,NA,45.9946,91989
"23162","Sleeper",80000,NA,45.9946,5118513
"23168","Sleeper",80000,32080,45.9946,275968
"23173","Day",79000,25000,45.9946,2299732
"23174","Sleeper",79000,35000,45.9946,5110142
"23177","Sleeper",80000,NA,45.9946,5037194
"23178","Sleeper",80000,NA,45.9946,229973
"23181","Day",80000,28340,45.9946,199709
"23182","Day",94500,33500,45.9946,253614
"23184","Sleeper",80000,18200,45.9946,4599463
"23187","Sleeper",105500,34000,45.9946,1156995
"23189","Day",92500,35000,45.9946,1839785
"23192","Day",80000,NA,45.9946,2484
"23193","Sleeper",52000,NA,45.9946,0
"23194","Sleeper",80000,NA,45.9946,5037194
"23209","Day",105000,38000,45.9946,336957
"23210","Sleeper",70000,25300,45.9946,42315
"23212","Sleeper",80000,NA,45.9946,5118513
"23220","Day",68000,30500,45.9946,124186
"23230","Sleeper",80000,NA,45.9946,5037194
"23236","Sleeper",106000,NA,45.9946,2138291
"23238","Sleeper",50000,26000,45.9946,275968
"23240","Sleeper",70000,26000,45.9946,39049
"23244","Sleeper",78000,35000,45.9946,3031138
"23247","Day",80000,34000,45.9946,141801
"23248","Sleeper",80000,NA,45.9946,5037194
"23250","Day",48000,30000,45.9946,447298
"23253","Sleeper",77000,NA,45.9946,68992
"23263","Day",80000,21000,45.9946,443388
"23265","Sleeper",80000,NA,45.9946,5037194
"23266","Day",80000,NA,45.9946,97647
"23270","Sleeper",105000,29000,45.9946,344960
"23275","Unknown",105500,35000,45.9946,3679571
"23281","Sleeper",80000,27000,45.9946,344960
"23282","Sleeper",80000,NA,45.9946,5118513
"23284","Day",86000,39500,45.9946,1556550
"23292","Day",78000,34000,45.9946,241334
"23294","Sleeper",60000,30000,45.9946,109191
"23296","Sleeper",79000,35000,45.9946,6017524
"23300","Sleeper",80000,NA,45.9946,5037194
"23303","Day",65000,45000,45.9946,193177
"23312","Day",87000,NA,45.9946,1769690
"23313","Sleeper",70000,22000,45.9946,140882
"23315","Sleeper",80000,NA,45.9946,5118513
"23316","Day",76000,26000,45.9946,307290
"23324","Day",105500,35000,45.9946,6008739
"23327","Sleeper",75000,NA,45.9946,334519
"23331","Sleeper",80000,NA,45.9946,5118513
"23334","Day",44000,21500,45.9946,18122
"23337","Day",106000,38000,45.9946,3879187
"23345","Sleeper",79000,35000,45.9946,5186401
"23346","Day",104000,38000,45.9946,8802269
"23347","Day",46000,21000,45.9946,61863
"23349","Sleeper",80000,NA,45.9946,5118513
"23351","Day",79000,23250,45.9946,333461
"23364","Sleeper",79000,35000,45.9946,5463289
"23368","Sleeper",68000,27960,45.9946,477838
"23369","Sleeper",80000,NA,45.9946,5118513
"23371","Sleeper",80000,31600,45.9946,586616
"23381","Sleeper",80000,32010,45.9946,229973
"23382","Day",105000,36000,45.9946,3952871
"23385","Sleeper",80000,NA,45.9946,5118513
"23387","Day",68000,22000,45.9946,183979
"23390","Day",80000,29000,45.9946,866631
"23392","Unknown",25000,NA,45.9946,0
"23393","Day",80000,30000,45.9946,336359
"23395","Day",102000,34000,45.9946,4599463
"23401","Sleeper",80000,NA,45.9946,5037194
"23403","Day",52000,NA,45.9946,0
"23407","Day",105500,54000,45.9946,2385236
"23408","Day",79000,29000,45.9946,321962
"23413","Sleeper",79000,35000,45.9946,5281426
"23417","Sleeper",80000,NA,45.9946,5037194
"23419","Day",49000,21400,45.9946,275968
"23421","Day",80000,44000,45.9946,229973
"23422","Sleeper",80000,29000,45.9946,2264500
"23423","Sleeper",80000,32200,45.9946,6680491
"23428","Sleeper",80000,31000,45.9946,6006485
"23430","Day",70000,32000,45.9946,1562116
"23434","Sleeper",80000,NA,45.9946,5118513
"23436","Day",50000,23500,45.9946,59241
"23437","Day",105000,26000,45.9946,3243220
"23449","Sleeper",76000,31000,45.9946,61863
"23450","Sleeper",80000,NA,45.9946,5037194
"23455","Day",94800,41800,45.9946,142491
"23456","Sleeper",78000,25000,45.9946,30356
"23457","Day",70000,24000,48.1654,165256
"23458","Sleeper",80000,NA,48.1654,3156525
"23459","Sleeper",105000,35000,48.1654,2408274
"23460","Sleeper",105500,50000,48.1654,2131612
"23461","Day",100000,80000,48.1654,481655
"23462","Sleeper",94000,36000,48.1654,417450
"23463","Sleeper",105000,35000,48.1654,1044517
"23466","Day",80000,36000,48.1654,1812371
"23467","Sleeper",102000,34000,48.1654,2889929
"23468","Sleeper",79700,32500,48.1654,6686958
"23469","Sleeper",78500,32500,48.1654,6779821
"23470","Day",80000,30000,48.1654,3866869
"23471","Day",86000,31000,48.1654,427998
"23472","Day",80000,35000,48.1654,800318
"23475","Sleeper",50000,28500,48.1654,4045900
"23476","Sleeper",80000,33000,48.1654,5719506
"23477","Sleeper",80000,50000,48.1654,101148
"23478","Day",80000,36860,48.1654,1519573
"23479","Sleeper",101000,36000,48.1654,674317
"23481","Sleeper",80000,NA,48.1654,3952700
"23482","Sleeper",105500,38300,48.1654,3036545
"23484","Sleeper",80000,32000,48.1654,7336566
"23485","Day",98000,31400,48.1654,3670354
"23486","Day",90000,40000,48.1654,428673
"23487","Sleeper",80000,33000,48.1654,4816548
"23488","Sleeper",103000,38040,48.1654,1375510
"23489","Day",90000,29600,48.1654,2415499
"23490","Sleeper",60000,34000,48.1654,76198
"23491","Sleeper",75000,NA,48.1654,307007
"23492","Sleeper",89000,34000,48.1654,2139222
"23493","Day",84000,29000,48.1654,288993
"23496","Day",106000,35000,48.1654,815827
"23498","Sleeper",80000,28000,48.1654,389851
"23499","Sleeper",105500,31500,48.1654,494997
"23500","Day",35000,19500,48.1654,1812660
"23501","Day",96000,32000,48.1654,3304778
"23502","Sleeper",80000,NA,48.1654,1291509
"23503","Day",79000,NA,48.1654,48165
"23504","Sleeper",80000,32000,48.1654,2012450
"23505","Sleeper",48880,33880,48.1654,2964537
"23506","Sleeper",105500,33000,48.1654,4720217
"23507","Sleeper",65000,35500,48.1654,889038
"23508","Sleeper",95000,36000,48.1654,2739701
"23510","Day",53500,36500,48.1654,633472
"23511","Sleeper",80000,NA,48.1654,3220537
"23512","Day",80000,32000,48.1654,529435
"23513","Day",52000,NA,48.1654,0
"23514","Day",79000,25350,48.1654,2010042
"23515","Unknown",79000,31960,48.1654,3282140
"23516","Sleeper",125000,23000,48.1654,1002998
"23517","Sleeper",88000,30980,48.1654,1953351
"23519","Day",102000,37620,48.1654,3338831
"23520","Day",80000,NA,48.1654,1444964
"23521","Day",60000,33000,48.1654,168579
"23522","Day",80000,26000,48.1654,420196
"23523","Sleeper",80000,40000,48.1654,4809420
"23525","Sleeper",79500,24550,48.1654,240827
"23526","Sleeper",50000,28500,48.1654,5389765
"23528","Sleeper",79500,34000,48.1654,1701542
"23529","Day",65400,28000,48.1654,158753
"23530","Sleeper",48000,37240,48.1654,5867230
"23531","Day",79000,26600,48.1654,710152
"23532","Day",74000,32700,48.1654,1453442
"23535","Sleeper",79000,35000,48.1654,5838042
