"","CABSLEEPER","WEIGHTAVG","WEIGHTEMPTY","TAB_TRUCKS","TAB_MILES"
"1114","Day",80000,33000,46.3266,3360119
"1117","Day",80000,NA,46.3266,92653
"1119","Sleeper",75000,29000,46.3266,4623957
"1120","Unknown",65000,NA,46.3266,4734354
"1121","Day",60000,29000,46.3266,115817
"1122","Sleeper",54396,36396,46.3266,11439675
"1130","Day",80000,29800,46.3266,4910627
"1138","Sleeper",53000,33000,46.3266,5281240
"1139","Day",80000,NA,46.3266,2372111
"1153","Sleeper",80000,35000,46.3266,4169400
"1155","Day",82000,29000,46.3266,2408987
"1157","Sleeper",76000,32000,46.3266,4308380
"1159","Sleeper",78000,NA,46.3266,5064292
"1163","Day",80000,28000,46.3266,231633
"1165","Day",80000,24800,46.3266,3979646
"1168","Day",79000,32000,46.3266,51886
"1169","Day",78000,24000,46.3266,1304188
"1172","Sleeper",76000,35000,46.3266,1133475
"1182","Sleeper",80000,18000,46.3266,7125597
"1183","Sleeper",38500,30100,46.3266,23163
"1200","Sleeper",75000,60000,46.3266,4369624
"1205","Sleeper",40000,23700,46.3266,1911346
"1207","Sleeper",80000,28500,46.3266,4375971
"1208","Sleeper",78000,29000,46.3266,4540013
"1209","Sleeper",50000,34000,46.3266,2316333
"1211","Day",75000,26000,46.3266,3003960
"1212","Unknown",65000,NA,46.3266,6371214
"1216","Sleeper",79000,31300,46.3266,6254100
"1231","Day",75000,45000,46.3266,1389800
"1232","Day",78000,34000,46.3266,6949000
"1234","Day",26000,24000,46.3266,647415
"1237","Sleeper",80000,31000,46.3266,370891
"1243","Sleeper",80000,30000,46.3266,629487
"1246","Sleeper",55000,30000,46.3266,1621433
"1249","Sleeper",65000,30900,46.3266,1783577
"1250","Sleeper",80000,46000,46.3266,2408570
"1254","Sleeper",52000,NA,46.3266,0
"1256","Sleeper",80000,31000,46.3266,3094575
"1257","Day",65000,35000,46.3266,1389800
"1258","Day",80000,50000,46.3266,2316333
"1261","Sleeper",62000,29000,46.3266,1731135
"1264","Sleeper",41000,32000,46.3266,3223132
"1266","Day",80000,33000,46.3266,3647252
"1268","Day",80000,34820,46.3266,1019187
"1270","Day",45000,18900,46.3266,352083
"1277","Sleeper",80000,61966,46.3266,5536824
"1280","Sleeper",78000,30000,46.3266,5609233
"1284","Day",79000,30000,46.3266,4632667
"1285","Day",80000,NA,46.3266,9450640
"1286","Day",86000,29800,46.3266,1621433
"1297","Unknown",75000,NA,46.3266,682021
"1298","Sleeper",51050,34500,46.3266,4632667
"1299","Day",70000,36000,46.3266,463267
"1300","Day",80000,33000,46.3266,6949000
"1304","Day",40000,NA,46.3266,1062641
"1306","Sleeper",80000,29900,46.3266,45632
"1308","Sleeper",80000,28500,46.3266,4075542
"1310","Sleeper",75000,31000,46.3266,5559200
"1314","Unknown",65000,NA,46.3266,6246780
"1323","Day",79800,29700,46.3266,3103887
"1327","Sleeper",38500,26500,46.3266,28815
"1332","Sleeper",79500,31600,46.3266,3011233
"1337","Day",78000,34000,46.3266,7412267
"1341","Sleeper",80000,31000,46.3266,5670847
"1343","Day",76000,NA,46.3266,1940809
"1353","Day",80000,NA,46.3266,1821935
"1354","Day",80000,NA,46.3266,1047353
"1356","Sleeper",78000,29500,46.3266,3825378
"1357","Day",88000,32000,46.3266,1853067
"1359","Sleeper",78000,NA,46.3266,1045269
"1361","Day",95000,48000,46.3266,1853067
"1363","Day",80000,32000,46.3266,185307
"1364","Day",52000,NA,46.3266,0
"1367","Sleeper",80000,33000,46.3266,6254100
"1370","Day",82000,29000,46.3266,2408987
"1376","Day",45000,NA,46.3266,361348
"1385","Sleeper",78000,30000,46.3266,5580464
"1386","Sleeper",80000,27245,46.3266,3267744
"1391","Sleeper",78000,32000,46.3266,993985
"1393","Day",80000,40000,46.3266,1148206
"1404","Day",78000,33280,46.3266,3136315
"1405","Sleeper",79000,40000,46.3266,3011233
"1406","Day",86000,NA,46.3266,2650580
"1407","Day",85000,28000,46.3266,231633
"1412","Unknown",79500,NA,44.6009,4557998
"1413","Sleeper",48000,30000,44.6009,4370897
"1414","Sleeper",80000,NA,44.6009,2684266
"1416","Day",42000,20640,44.6009,2063108
"1417","Sleeper",80000,32000,44.6009,3543102
"1418","Day",45000,25440,44.6009,1342044
"1419","Day",80000,63795,44.6009,2281608
"1420","Sleeper",80000,29900,44.6009,3500954
"1421","Sleeper",80000,61050,44.6009,5448456
"1422","Day",80000,NA,44.6009,2560899
"1423","Day",80000,24800,44.6009,1373532
"1424","Sleeper",78000,32000,44.6009,5274869
"1425","Day",54000,31000,44.6009,403639
"1426","Sleeper",75000,37000,44.6009,4460099
"1427","Day",80000,26500,44.6009,4638502
"1428","Sleeper",76000,34000,44.6009,446010
"1429","Sleeper",80000,48920,44.6009,3074837
"1430","Unknown",79500,NA,44.6009,4557998
"1431","Sleeper",79100,29800,44.6009,5411125
"1432","Sleeper",77000,33500,44.6009,4014089
"1433","Sleeper",78000,29500,44.6009,4048877
"1434","Unknown",52000,NA,44.6009,0
"1435","Sleeper",73000,36396,44.6009,3027738
"1436","Sleeper",78280,28200,44.6009,4192493
"1437","Sleeper",65000,35000,44.6009,5352118
"1438","Sleeper",80000,61347,44.6009,5675921
"1439","Unknown",80000,27000,44.6009,2906423
"1440","Unknown",80000,NA,44.6009,1004280
"1442","Day",68000,28000,44.6009,548592
"1443","Sleeper",78000,31650,44.6009,3098876
"1444","Day",79980,30000,44.6009,4683103
"1445","Sleeper",80000,32000,44.6009,2510679
"1446","Sleeper",80000,36500,44.6009,335667
"1447","Day",62510,41000,44.6009,262075
"1448","Unknown",88000,NA,44.6009,6133884
"1449","Day",26000,NA,44.6009,273270
"1450","Day",36680,22252,44.6009,538691
"1451","Unknown",75000,NA,44.6009,3133933
"1452","Day",80000,NA,44.6009,1913917
"1453","Day",62000,33936,44.6009,2760846
"1454","Day",75000,NA,44.6009,6133884
"1455","Unknown",80000,NA,44.6009,4557998
"1456","Day",51000,24000,44.6009,133803
"1457","Sleeper",80000,61973,44.6009,3698849
"1458","Sleeper",79000,32820,44.6009,3122069
"1459","Day",82000,30000,44.6009,1338030
"1460","Sleeper",78000,34000,44.6009,3312738
"1461","Sleeper",71000,31400,44.6009,58160
"1462","Unknown",79500,NA,44.6009,6014086
"1463","Sleeper",80000,36500,44.6009,5798128
"1464","Sleeper",80000,36000,44.6009,4014089
"1465","Unknown",80000,NA,44.6009,3084069
"1466","Day",40440,25440,44.6009,1178269
"1467","Day",55000,35000,44.6009,2770123
"1468","Day",42000,25440,44.6009,1255295
"1469","Day",80000,63795,44.6009,2262340
"1470","Sleeper",50000,19000,44.6009,4906108
"1471","Sleeper",80000,38000,44.6009,9830236
"1472","Day",80000,63737,44.6009,4443329
"1473","Day",80000,28000,44.6009,867846
"1474","Day",85000,32000,44.6009,3345074
"1475","Sleeper",79000,19000,44.6009,4583197
"1477","Sleeper",79000,38000,44.6009,4906108
"1478","Sleeper",80000,32000,44.6009,3444891
"1479","Day",80000,NA,44.6009,4460099
"1480","Day",80000,NA,44.6009,894740
"1481","Unknown",79500,NA,44.6009,3084069
"1482","Sleeper",77000,32500,44.6009,4504700
"1483","Day",87000,28500,44.6009,1063555
"1484","Unknown",79000,NA,44.6009,6133884
"1485","Sleeper",75000,34500,44.6009,5352118
"1486","Day",80000,NA,44.6009,2338786
"1487","Day",65000,33936,44.6009,6496803
"1488","Sleeper",52000,NA,44.6009,0
"1489","Day",65000,33936,44.6009,5390475
"1490","Day",80000,25000,44.6009,89202
"1491","Day",80000,62821,44.6009,3984117
"1492","Sleeper",76000,41400,44.6009,361803
"1493","Day",80000,24500,44.6009,3478877
"1494","Day",80000,33000,44.6009,4007800
"1495","Day",85000,28000,44.6009,3568079
"1496","Day",78000,36000,44.6009,5961189
"1498","Sleeper",45000,35000,44.6009,490611
"1499","Day",78000,NA,44.6009,1814234
"1500","Day",26500,NA,44.6009,1818159
"1501","Sleeper",78000,32000,44.6009,5822614
"1502","Day",78500,27800,44.6009,2062751
"1503","Sleeper",59000,NA,44.6009,1083492
"1505","Sleeper",78800,30200,44.6009,2033805
"1506","Day",68000,33936,44.6009,1548903
"1507","Unknown",85000,NA,44.6009,1477363
"1508","Sleeper",88000,28000,44.6009,89202
"1509","Sleeper",80000,32000,44.6009,1581640
"1510","Sleeper",88000,30200,44.6009,4014089
"1511","Day",80000,NA,44.6009,3428567
"1513","Day",80000,28000,44.6009,1561034
"1514","Sleeper",80000,36000,44.6009,4014089
"1516","Day",80000,NA,44.6009,702956
"1517","Sleeper",80000,33000,44.6009,8028177
"1518","Sleeper",78000,40000,44.6009,2714505
"1519","Sleeper",79500,28500,44.6009,2948393
"1520","Day",80000,35000,44.6009,1115025
"1521","Sleeper",80000,34200,44.6009,6690148
"1522","Sleeper",80000,17400,44.6009,6133884
"1523","Day",80000,45000,44.6009,257794
"1524","Unknown",75000,NA,44.6009,4592563
"1525","Day",68000,33936,44.6009,2108958
"1526","Sleeper",80000,33000,44.6009,5484895
"1527","Day",54999,41266,44.6009,1288790
"1528","Day",69500,34500,44.6009,4129605
"1529","Sleeper",78000,NA,44.6009,1913917
"1530","Day",80000,NA,44.6009,4557998
"1531","Sleeper",80000,32500,44.6009,3835685
"1532","Day",54000,NA,44.6009,2095711
"1533","Day",80000,32000,44.6009,3345074
"1534","Day",75000,18750,44.6009,1115025
"1535","Sleeper",80000,18000,44.6009,5910523
"1536","Sleeper",77000,35000,44.6009,4847904
"1537","Day",42000,28000,44.6009,1558671
"1538","Day",100000,40000,44.6009,12458839
"1540","Day",80000,27000,44.6009,4460099
"1541","Unknown",79500,NA,44.6009,2551845
"1542","Sleeper",45000,30000,44.6009,4460099
"1543","Day",78000,26775,44.6009,1189508
"1544","Day",51000,31000,44.6009,239507
"1545","Sleeper",78000,33000,44.6009,2876496
"1546","Day",62000,33936,44.6009,5681407
"1547","Day",31260,21260,44.6009,367245
"1548","Day",38000,25440,44.6009,1551802
"1549","Day",80000,63795,44.6009,2109270
"1550","Sleeper",80000,33000,44.6009,197136
"1551","Day",65000,53588,44.6009,3048477
"1552","Day",30000,NA,44.6009,3084069
"1553","Day",80000,33000,44.6009,4080633
"1554","Day",54000,NA,44.6009,2108868
"1555","Sleeper",75000,31000,44.6009,6639704
"1557","Sleeper",75000,NA,44.6009,4906108
"1558","Sleeper",71000,33000,44.6009,3478877
"1559","Day",74000,28000,44.6009,1343426
"1560","Unknown",79500,NA,44.6009,3084069
"1561","Sleeper",78000,33000,44.6009,5615442
"1562","Sleeper",59000,34000,44.6009,6336016
"1563","Sleeper",74000,37000,44.6009,5129113
"1564","Sleeper",45000,28830,44.6009,2290840
"1565","Sleeper",79000,34000,44.6009,5129113
"1566","Sleeper",80000,29800,44.6009,979081
"1567","Day",60000,17000,44.6009,1704694
"1568","Day",100000,NA,44.6009,882520
"1569","Sleeper",65000,35000,44.6009,5352118
"1570","Day",80000,64386,44.6009,3058200
"1571","Sleeper",65000,40000,44.6009,223005
"1572","Sleeper",88000,28000,44.6009,3085407
"1573","Day",80000,28000,44.6009,223005
"1574","Day",45000,30000,44.6009,44601
"1575","Day",33000,NA,44.6009,4460099
"1576","Day",79980,NA,44.6009,1115025
"1577","Sleeper",55000,34000,44.6009,446010
"1578","Sleeper",49000,22000,44.6009,1115025
"1579","Unknown",80000,34000,44.6009,5331557
"1580","Sleeper",88000,17500,44.6009,4592563
"1581","Sleeper",26000,NA,44.6009,6014086
"1582","Unknown",36680,NA,44.6009,4557998
"1583","Day",88000,31000,44.6009,1115025
"1584","Day",64000,33936,44.6009,1551133
"1585","Day",75000,NA,44.6009,3012797
"1586","Day",85000,28000,44.6009,4816906
"1587","Sleeper",79500,32000,44.6009,5575123
"1588","Sleeper",72000,17200,44.6009,4014089
"1589","Sleeper",73000,29000,44.6009,2676059
"1590","Sleeper",54000,28000,44.6009,68864
"1591","Sleeper",70000,33000,44.6009,2788454
"1592","Sleeper",66900,29800,44.6009,4103291
"1593","Sleeper",80000,28700,44.6009,6140262
"1594","Day",74500,46500,44.6009,5245968
"1595","Sleeper",78000,34000,44.6009,4638681
"1597","Unknown",79500,NA,44.6009,6133884
"1598","Day",72000,NA,44.6009,2338786
"1599","Sleeper",80000,31000,44.6009,3179827
"1600","Day",80000,30000,44.6009,446010
"1601","Day",60000,NA,44.6009,2551845
"1602","Day",63500,33936,44.6009,3888358
"1603","Sleeper",55000,NA,44.6009,3276388
"1604","Day",40440,25440,44.6009,1929572
"1606","Day",50000,NA,44.6009,1754068
"1607","Sleeper",74000,32000,44.6009,1873241
"1608","Day",52000,NA,44.6009,0
"1609","Sleeper",75000,30000,44.6009,2955038
"1610","Unknown",79856,30500,44.6009,3152487
"1611","Sleeper",80000,28000,44.6009,4665397
"1612","Sleeper",85000,30000,44.6009,6473298
"1613","Day",65000,NA,44.6009,669015
"1614","Sleeper",42000,33000,44.6009,2144951
"1615","Day",80000,29000,44.6009,831050
"1616","Unknown",79500,NA,44.6009,6014086
"1617","Unknown",77000,NA,44.6009,894740
"1618","Sleeper",78000,34000,44.6009,7334141
"1619","Sleeper",75000,34500,44.6009,4906108
"1620","Day",88000,28000,44.6009,2899064
"1621","Sleeper",75000,33000,44.6009,3353994
"1622","Sleeper",76396,36396,44.6009,12133341
"1623","Sleeper",59000,34000,44.6009,540430
"1624","Day",66000,33936,44.6009,5723644
"1625","Sleeper",80021,17000,44.6009,1159626
"1626","Sleeper",55000,NA,44.6009,191784
"1627","Sleeper",80000,61050,44.6009,6773106
"1628","Day",88000,29400,44.6009,4460099
"1629","Sleeper",79500,31900,44.6009,2854463
"1630","Day",80000,33000,44.6009,3301454
"1631","Day",88000,31000,44.6009,4557998
"1632","Day",78960,31200,44.6009,1338030
"1633","Day",45000,NA,44.6009,669015
"1634","Sleeper",79000,34000,44.6009,4906108
"1635","Day",80000,29800,44.6009,1920697
"1636","Day",70000,NA,44.6009,2425402
"1637","Day",59000,NA,44.6009,6133884
"1638","Unknown",78500,NA,44.6009,2901785
"1639","Sleeper",79000,27640,44.6009,2230049
"1640","Sleeper",78800,30300,44.6009,1620755
"1641","Day",62500,33936,44.6009,887872
"1642","Unknown",88000,NA,44.6009,17840
"1644","Sleeper",80000,31000,44.6009,6690148
"1645","Sleeper",80000,61711,44.6009,3355243
"1646","Day",78000,28000,44.6009,3568079
"1647","Sleeper",60300,NA,44.6009,4769585
"1648","Day",80000,29000,44.6009,97319
"1649","Sleeper",80000,28800,44.6009,3389675
"1650","Sleeper",77000,35000,44.6009,5731806
"1651","Day",30000,24000,44.6009,1784039
"1652","Day",81000,28540,44.6009,3657281
"1653","Sleeper",72000,34500,44.6009,6584354
"1654","Unknown",79500,NA,44.6009,3084069
"1655","Day",72000,32000,44.6009,1076757
"1656","Sleeper",80000,34000,44.6009,9143202
"1657","Sleeper",80000,NA,44.6009,3133933
"1658","Unknown",75000,NA,44.6009,2579364
"1659","Sleeper",78000,38000,44.6009,3345074
"1660","Day",62000,30400,44.6009,713616
"1661","Sleeper",80000,33000,44.6009,6090354
"1662","Sleeper",75000,40000,44.6009,1561034
"1663","Day",65000,51267,44.6009,2390256
"1664","Day",81500,28600,44.6009,799250
"1665","Day",80000,63894,44.6009,1395832
"1666","Sleeper",54000,NA,44.6009,2032244
"1668","Sleeper",65000,32000,44.6009,4727704
"1669","Sleeper",80000,18000,44.6009,6326605
"1670","Day",65000,35000,44.6009,325007
"1671","Sleeper",80000,30000,44.6009,1784039
"1673","Sleeper",78000,32000,44.6009,3755849
"1674","Unknown",79500,NA,44.6009,4592563
"1675","Sleeper",60000,31500,44.6009,2230049
"1676","Sleeper",80000,30000,44.6009,2285221
"1677","Day",88000,30000,44.6009,3122069
"1678","Day",26001,NA,44.6009,308639
"1679","Day",68000,33936,44.6009,6596887
"1680","Sleeper",65000,35000,44.6009,5352118
"1681","Day",35000,25440,44.6009,2019354
"1682","Sleeper",79265,34635,44.6009,1220283
"1683","Sleeper",80000,61050,44.6009,5269696
"1684","Sleeper",74000,37000,44.6009,1718877
"1685","Day",80000,26000,44.6009,1286382
"1686","Sleeper",78000,30000,44.6009,200704
"1687","Day",80000,47000,44.6009,1561034
"1688","Day",80000,31000,44.6009,1784039
"1689","Day",74000,NA,44.6009,4592563
"1690","Unknown",79500,NA,44.6009,3084069
"1691","Sleeper",78000,32500,44.6009,6690148
"1692","Day",54494,NA,44.6009,1382631
"1693","Sleeper",59000,34000,44.6009,6330262
"1694","Sleeper",80000,32000,44.6009,4198202
"1695","Sleeper",65000,33500,44.6009,356808
"1696","Sleeper",79500,27000,44.6009,3256229
"1697","Sleeper",79400,29460,44.6009,10297921
"1698","Day",65000,30400,44.6009,5392794
"1699","Day",85000,30000,44.6009,5129113
"1700","Day",80000,64386,44.6009,7074430
"1701","Sleeper",80000,31300,44.6009,3568079
"1702","Day",55000,29000,44.6009,223005
"1703","Day",48000,36000,44.6009,2408453
"1704","Sleeper",32000,NA,44.6009,6175408
"1705","Day",50000,NA,44.6009,847419
"1706","Day",70000,NA,44.6009,2560899
"1707","Sleeper",79000,35000,44.6009,4600725
"1708","Day",100000,45860,44.6009,1098210
"1711","Sleeper",67000,31000,44.6009,4460099
"1712","Day",50000,NA,44.6009,89202
"1714","Unknown",75000,NA,44.6009,3133933
"1715","Day",62500,33936,44.6009,3931131
"1716","Sleeper",80000,29000,44.6009,1917842
"1717","Day",79500,29500,44.6009,2453054
"1718","Day",69500,34500,44.6009,4415498
"1720","Sleeper",65000,NA,44.6009,2367242
"1721","Day",80000,30100,44.6009,2731810
"1722","Sleeper",46000,NA,44.6009,5338783
"1723","Sleeper",86000,33000,44.6009,3534985
"1724","Unknown",79000,31800,44.6009,1115025
"1725","Day",42000,28000,44.6009,3529990
"1726","Unknown",79500,NA,44.6009,2551845
"1728","Unknown",88000,29000,44.6009,854956
"1729","Day",25000,NA,44.6009,0
"1730","Sleeper",78000,32000,44.6009,3916279
"1731","Day",65000,33936,44.6009,5338827
"1732","Sleeper",55000,NA,44.6009,2637524
"1733","Day",45000,25440,44.6009,933855
"1736","Day",80000,64386,44.6009,8171079
"1737","Day",30000,NA,44.6009,223005
"1740","Day",85000,30000,44.6009,2230049
"1741","Day",88000,26000,44.6009,2676059
"1743","Sleeper",80000,NA,44.6009,6586495
"1744","Sleeper",81000,29000,44.6009,3568079
"1745","Unknown",79500,NA,44.6009,6133884
"1746","Day",88000,28200,44.6009,1784039
"1747","Sleeper",79000,33000,44.6009,1248828
"1748","Sleeper",70000,34500,44.6009,3122069
"1749","Sleeper",82000,35600,44.6009,2108868
"1750","Day",75000,NA,44.6009,3133933
"1751","Sleeper",74000,36396,44.6009,5338961
"1752","Day",68000,33936,44.6009,5140576
"1754","Sleeper",70000,NA,44.6009,4726099
"1755","Day",80000,62821,44.6009,2589355
"1756","Sleeper",80000,34000,44.6009,2781674
"1757","Sleeper",75000,32000,44.6009,3834436
"1758","Day",80000,33000,44.6009,2055526
"1759","Day",45000,NA,44.6009,334507
"1760","Day",87700,32700,44.6009,1784039
"1761","Sleeper",45000,NA,44.6009,2009096
"1762","Sleeper",70000,34360,44.6009,4083086
"1763","Sleeper",78000,30100,44.6009,4103291
"1764","Sleeper",79000,34000,44.6009,4683103
"1765","Sleeper",76000,32600,44.6009,5575123
"1766","Sleeper",65000,35000,44.6009,5352118
"1768","Sleeper",75000,20000,44.6009,6244138
"1769","Day",24000,24000,44.6009,22300
"1770","Day",62000,33936,44.6009,722402
"1771","Sleeper",72000,34000,44.6009,3363003
"1772","Day",75000,43000,44.6009,2230049
"1773","Sleeper",80000,61282,44.6009,4781047
"1774","Day",84000,30000,44.6009,1115025
"1775","Sleeper",78000,32000,44.6009,5798128
"1776","Sleeper",80000,61050,44.6009,4474906
"1777","Day",80000,29990,44.6009,1969803
"1778","Day",60300,NA,44.6009,1115025
"1779","Sleeper",77000,35000,44.6009,5203865
"1780","Sleeper",76000,28400,44.6009,3548231
"1782","Day",30000,NA,44.6009,156103
"1783","Sleeper",75000,31000,44.6009,1870521
"1784","Sleeper",79000,34000,44.6009,513134
"1785","Unknown",79500,NA,44.6009,4592563
"1786","Sleeper",75000,35000,44.6009,6244138
"1787","Unknown",80000,NA,44.6009,4592563
"1789","Unknown",75000,NA,44.6009,2024662
"1790","Sleeper",78000,38000,44.6009,3345074
"1791","Day",68000,33936,44.6009,3345074
"1792","Day",65000,29800,44.6009,758217
"1793","Sleeper",65000,50416,44.6009,4079920
"1794","Sleeper",88000,31000,44.6009,3746394
"1795","Day",80000,NA,44.6009,3222510
"1796","Day",60980,41200,44.6009,1436910
"1797","Day",37695,29592,44.6009,446010
"1798","Sleeper",74000,31000,44.6009,4460099
"1799","Sleeper",52000,NA,44.6009,0
"1800","Unknown",80000,NA,44.6009,3012797
"1801","Sleeper",68500,35000,44.6009,73948
"1802","Sleeper",78000,NA,44.6009,3869046
"1803","Unknown",79500,NA,44.6009,4557998
"1804","Sleeper",68500,35000,44.6009,5046334
"1805","Sleeper",33000,NA,44.6009,3166670
"1806","Sleeper",79000,35000,44.6009,6690148
"1807","Sleeper",80000,30000,44.6009,4460099
"1808","Day",64000,NA,44.6009,3133085
"1809","Sleeper",70000,31000,44.6009,4593901
"1810","Day",64000,33936,44.6009,6826181
"1811","Sleeper",50000,17000,44.6009,4460099
"1812","Day",38000,25440,44.6009,1374825
"1813","Sleeper",80000,61050,44.6009,4137187
"1814","Sleeper",74000,37000,44.6009,5577398
"1815","Sleeper",78000,28000,44.6009,44601
"1816","Day",80000,33000,44.6009,3719455
"1817","Day",78000,NA,44.6009,2560899
"1818","Day",80000,47000,44.6009,446010
"1819","Day",32500,30000,44.6009,8920
"1820","Day",64080,35080,44.6009,1338030
"1821","Day",80000,NA,44.6009,22300
"1822","Sleeper",78000,29500,44.6009,5173580
"1823","Unknown",74000,NA,44.6009,6014086
"1824","Sleeper",80000,32000,44.6009,5352118
"1825","Day",75000,25000,44.6009,1561034
"1826","Day",54000,48000,44.6009,44601
"1827","Day",58000,33000,44.6009,798670
"1828","Sleeper",78000,29600,44.6009,2801834
"1829","Sleeper",75000,31500,44.6009,4288162
"1830","Day",40000,30000,44.6009,2416348
"1831","Day",40400,25440,44.6009,1177109
"1832","Sleeper",85000,NA,44.6009,2230
"1833","Day",80000,64386,44.6009,7122064
"1834","Day",80000,NA,44.6009,4557998
"1835","Day",38000,NA,44.6009,1271128
"1836","Day",88000,30200,44.6009,1908030
"1837","Day",48000,36000,44.6009,6913153
"1838","Day",52000,28000,44.6009,2017972
"1839","Sleeper",87000,31500,44.6009,2676059
"1840","Sleeper",80000,30180,44.6009,4638502
"1841","Day",87000,32000,44.6009,3122069
"1842","Unknown",79000,NA,44.6009,3133933
"1843","Day",80000,32000,44.6009,1784039
"1844","Sleeper",79500,33000,44.6009,1115025
"1845","Unknown",80000,NA,44.6009,4089241
"1846","Sleeper",67000,31000,44.6009,4460099
"1847","Unknown",78500,NA,44.6009,164132
"1848","Sleeper",80000,29000,44.6009,4460099
"1849","Day",84000,36000,44.6009,3500107
"1850","Unknown",75000,NA,44.6009,3133933
"1851","Sleeper",80000,46000,44.6009,2684266
"1852","Day",65000,33936,44.6009,3340123
"1853","Sleeper",76000,32500,44.6009,4906108
"1854","Day",80000,NA,44.6009,3224205
"1855","Day",65000,35000,44.6009,1724809
"1856","Day",69500,34500,44.6009,2303373
"1857","Day",32600,NA,44.6009,33005
"1858","Day",65000,50472,44.6009,2806116
"1860","Sleeper",86000,34500,44.6009,6690148
"1861","Day",42000,28000,44.6009,1371391
"1862","Sleeper",75000,30000,44.6009,5067475
"1863","Unknown",79500,NA,44.6009,3084069
"1865","Sleeper",140000,53000,44.6009,2071894
"1867","Sleeper",80000,29800,44.6009,933588
"1868","Day",45000,20640,44.6009,1458631
"1869","Day",45000,25440,44.6009,2067702
"1871","Day",74500,NA,44.6009,4447432
"1872","Sleeper",76500,34500,44.6009,5980502
"1873","Day",80000,64386,44.6009,8524854
"1874","Day",30000,NA,44.6009,674902
"1875","Day",80000,33000,44.6009,3568079
"1876","Day",80000,24800,44.6009,1393513
"1877","Day",80000,28000,44.6009,223005
"1878","Day",95000,50000,44.6009,2899064
"1879","Day",52000,NA,44.6009,0
"1880","Day",60000,40000,44.6009,158289
"1881","Sleeper",80000,33500,44.6009,3005571
"1882","Sleeper",80000,35000,44.6009,3501490
"1883","Unknown",79500,NA,44.6009,6133884
"1884","Sleeper",79380,30300,44.6009,10501347
"1885","Day",79000,32000,44.6009,4532486
"1886","Sleeper",74000,31500,44.6009,4014089
"1887","Unknown",80000,52000,44.6009,2676059
"1888","Sleeper",27500,26000,44.6009,3084069
"1889","Sleeper",75000,30000,44.6009,4460099
"1890","Sleeper",80000,32000,44.6009,3522452
"1891","Day",64500,33936,44.6009,5172332
"1892","Unknown",80021,NA,44.6009,4557998
"1893","Day",70000,NA,44.6009,4592563
"1894","Sleeper",80000,61347,44.6009,4914315
"1895","Sleeper",52000,NA,44.6009,0
"1896","Unknown",88000,28000,44.6009,3754110
"1898","Day",68000,28000,44.6009,548592
"1899","Day",32000,20640,44.6009,446010
"1900","Sleeper",88000,30000,44.6009,3791084
"1901","Sleeper",70000,28500,44.6009,2108868
"1902","Day",78000,28000,44.6009,3164351
"1903","Sleeper",80000,30600,44.6009,2899064
"1904","Sleeper",79000,31000,44.6009,4665352
"1905","Day",79500,26500,44.6009,5575123
"1906","Sleeper",80000,NA,44.6009,6303457
"1907","Sleeper",88000,23300,44.6009,2220237
"1910","Sleeper",80000,29000,44.6009,4174652
"1911","Day",62000,33936,44.6009,1162881
